source,destination,bytes,sha256,reason,evidence
sw_cr_creature/c_man_devaab.tga,sw_cr_vehicle/c_man_devaab.tga,786450,11c5e08349ddb4298f92fe209a08781bf9651ec84954fb0ea9c17f605189120c,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_man_davaab.mtr
sw_cr_creature/c_man_teroch.tga,sw_cr_vehicle/c_man_teroch.tga,786450,4a1574a354d0dd87b432fe763b5db98ed3fa0ff4ce810f3486801cb562fa0142,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_mando_teroch.mtr
sw_plc/1.dds,sw_pt_head/1.dds,43724,1dbe83cabee2667c6f6362e9c239afe918d8773e667176c63bd776653f235498,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_pt_head/pfo0_head002.mdl; sw_pt_head/pfo0_head002.mdl; sw_pt_head/pfo0_head009.mdl; sw_pt_head/pfo0_head013.mdl; sw_pt_head/pfo0_head014.mdl; sw_pt_head/pmo0_head002.mdl; sw_pt_head/pmo0_head002.mdl; sw_pt_head/pmo0_head026.mdl
sw_plc/Aegis_specular.tga,sw_cr_vehicle/Aegis_specular.tga,786450,58204f9db5c817b9449fc14090172977580ccb095fe00b54928cbffac1bedc19,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_n_thranta.mtr; sw_cr_vehicle/c_n_thranta.mtr; sw_cr_vehicle/c_rep_thranta.mtr; sw_cr_vehicle/c_rep_thranta.mtr; sw_cr_vehicle/c_sith_thranta.mtr; sw_cr_vehicle/c_sith_thranta.mtr
sw_plc/Bothan_Cruiser.tga,sw_cr_vehicle/Bothan_Cruiser.tga,786450,c527a34c7bd869c42add8679fd465405a988e604d2e89accbee544ea65390883,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_bothan_cruis.mtr
sw_plc/Bothan_Cruiser_L.tga,sw_cr_vehicle/Bothan_Cruiser_L.tga,262188,895abff981d4741f393f65707f001725db4891d578074798974606163d93e78c,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_bothan_cruisl.mtr
sw_plc/Centurion_R.tga,sw_cr_vehicle/Centurion_R.tga,774120,6fe3c41e2e636d2fa1bb4082ec1f3693c036b762ca83ec43a61dd1b9eb9d168a,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_centur.mtr
sw_plc/Harrow_H.dds,sw_cr_vehicle/Harrow_H.dds,174796,8d3a7ae26423e85cb8a03b0ec18aa087fb030d34168915b7bba45328286a87f4,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_sith_harh.mtr
sw_plc/Harrow_H.tga,sw_cr_vehicle/Harrow_H.tga,786450,ec10e61c4c39907e7000782f1346431b1c40ca52ecbae3d1c00eb17f975e7b6b,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_sith_harh.mtr
sw_plc/Harrow_L.tga,sw_cr_vehicle/Harrow_L.tga,196652,6767b0c31d9b35968168f86a3f44647f8c3719ee4190a5b993ead64b10d71e04,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_sith_harl.mtr
sw_plc/Hutt_Cruiser_L.tga,sw_cr_vehicle/Hutt_Cruiser_L.tga,262188,e048cb587fad3f9aa5d2d4774bcbcc4517e5d8dc8cd4663960ae3590c14fbfff,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_hutt_cruisl.mtr
sw_plc/Hutt_Gunship.tga,sw_cr_vehicle/Hutt_Gunship.tga,786450,06a3b7b97b46751c1138ccb57183b85325731438a03bd33db70fc45945e79dcb,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_hutt_gun.mtr
sw_plc/Hutt_cruiser.tga,sw_cr_vehicle/Hutt_cruiser.tga,786450,3167227d83371bb7bc6ed29fd3b374bfbe749e89d184d923ea8e0b1c23c96647,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_hutt_cruish.mtr
sw_plc/Inexpugnable_R.tga,sw_cr_vehicle/Inexpugnable_R.tga,786450,ea2b6258b5eb8f59a2680e7834c89418009eea9b71322d64b9ec8c7851bf9b45,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_rep_inexp.mtr
sw_plc/Jedi_Shuttle.tga,sw_cr_vehicle/Jedi_Shuttle.tga,786450,d0370708c1996d5e7f14998ef011be1cba5ad736127f34a917555643fc9ecfe8,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_jedi_shuttle.mtr
sw_plc/Jedi_Shuttle_B.tga,sw_cr_vehicle/Jedi_Shuttle_B.tga,786450,be0bd8f282fcbddef26d5cdbc0c1b6cc845e5ca0372134e928d4681d93ae9032,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_jedi_shuttlee.mtr
sw_plc/Kandosii_L.tga,sw_cr_vehicle/Kandosii_L.tga,196652,f55f6ac1b3f0b09eaff031ad15db6f3e99dc52cb4a75ae56f1b502e6eed2c51d,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_man_kandl.mtr
sw_plc/Kyramud_B.tga,sw_cr_vehicle/Kyramud_B.tga,786450,3cdafa664a09cc63bef1b68ae3200a4c84dbbbdf8d2d2cbbfc5b4c36e0c7b6cd,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_man_kyrah.001.mtr
sw_plc/Kyramud_L.tga,sw_cr_vehicle/Kyramud_L.tga,393234,abf5f01746870acd8e300e8637370936bb5709e2e4f25e240d6bc68e6b36d1da,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_man_kyral.mtr
sw_plc/Mand_CruiH.tga,sw_cr_vehicle/Mand_CruiH.tga,786450,4b056c91621d2150859ee9d90a91992c125e4f6f6e6dfe9fe85ab85b77f1b0e6,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_man_crui.mtr
sw_plc/Mand_CruiL.tga,sw_cr_vehicle/Mand_CruiL.tga,393234,379aa8e1178a23428cfc3dac2e6774a5a5d2a8630d02f64ee264feb67e735d22,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_man_cruil.mtr
sw_plc/Paladin.tga,sw_cr_vehicle/Paladin.tga,786450,c52b8892ca7275ffa1a27725791e20fd533205e948e39b6c027b7427d94618a6,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_rep_palad.mtr
sw_plc/Paladin_L.tga,sw_cr_vehicle/Paladin_L.tga,131116,ac62df688cf4bea23fb9d5e3051b4d4e8eab9b17b495862bf08c5983f1d98d6b,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_rep_paladl.mtr
sw_plc/Phoebos.tga,sw_cr_vehicle/Phoebos.tga,786450,b6b0164393357525fd02b112c8b9d28c87926c39abb9efba2031823d356d108d,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_pheobos.mtr
sw_plc/Praetorian_R.tga,sw_cr_vehicle/Praetorian_R.tga,786450,fdf140a1a4af534f92bbfe0bdf195371a6bf8951372babdcb1f8d5c226c556de,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_rep_preat.mtr
sw_plc/TOR_Support_01.tga,sw_cr_vehicle/TOR_Support_01.tga,786450,053091cc0ab0902c83e964ad8596a8211931b76c5dd3dd1418f105a4805c419b,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_support1h.mtr
sw_plc/TOR_Support_01_L.tga,sw_cr_vehicle/TOR_Support_01_L.tga,786450,3cfe447b42d16542ac080a9921cc3a070a1a5e27ea2dfabd7494ddd32f71aff2,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_support1l.mtr
sw_plc/TOR_Support_02.tga,sw_cr_vehicle/TOR_Support_02.tga,786450,f2a2f74d0942185a0cca0dcacfda3ff1e7652ae536cfedbe13e6c6a5bf40ddc4,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_support2h.mtr
sw_plc/TOR_Support_02_L.tga,sw_cr_vehicle/TOR_Support_02_L.tga,786450,618566c59e144ddef1a745857d3a0bfea524cbdcfa627bbdebe3a2518be1356d,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_support2l.mtr
sw_plc/TOR_Support_03.tga,sw_cr_vehicle/TOR_Support_03.tga,786450,c3d1507843731904f089a4673f28a4cf834533e5ad97d6446fdd0003cb42dc79,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_support3h.mtr
sw_plc/TOR_Support_03_L.tga,sw_cr_vehicle/TOR_Support_03_L.tga,786450,d8b949625f30517b38b8defdeb9665348f246c67b71a9cc747498fd826983078,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_support3l.mtr
sw_plc/Valor_L.tga,sw_cr_vehicle/Valor_L.tga,262188,c6311b69ca8156f3172fdbc2d2be0c40c57ac712372735fe5b2242cad84cd5ae,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_rep_valorl.mtr
sw_plc/Valor_R.tga,sw_cr_vehicle/Valor_R.tga,786450,c06321874bc9594e4adeb1f3f8aa7b8b82527e02b78401b24dbfcdbf158d72bf,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_rep_valor.mtr
sw_plc/Zenith.tga,sw_cr_vehicle/Zenith.tga,786450,0976539352ec0198808221044bb780a54d62d5bcce4daf519d23dac365276946,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_rep_zeni.mtr
sw_plc/Zenith_L.tga,sw_cr_vehicle/Zenith_L.tga,786450,34128e8d93cec0355433e856ad8dbb3f2ccf15a8335725ee40e3330f181fb2d3,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_rep_zenithl.mtr
sw_plc/adonis1.dds,sw_plc_mdrn/adonis1.dds,43724,e6ba17bbc62907bbc2874b149b336eb648f5cf7a4275260e0751f0146ae6d464,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/p_adonis.mdl
sw_plc/adonis2.dds,sw_plc_mdrn/adonis2.dds,43724,861f5bf19f7457e21126a0bfe09c9e30133d5a41000cacb36a70b4ef1b677d6d,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/p_adonis.mdl
sw_plc/allosaurus.dds,sw_cr_creature/allosaurus.dds,349572,8e44f157b9a12683ef940bfa8b39c489c336442d788cb1555d4fe6ce5f3d99e0,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_creature/c_allosaurus.mdl; sw_cr_creature/c_allosaurus.mdl
sw_plc/angel.dds,sw_plc_mdrn/angel.dds,699084,5d6feee76958d3723b4a3996da6da0952f83642bac789dfe1740f6f89b5b1fd2,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/p_angelwing.mdl
sw_plc/ash.dds,sw_plc_mdrn/ash.dds,43724,5b66000ccbc9fcb4f6e2873a129016959b2fc7a408bf6bedcd01a243cc0c3d42,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/pingpong.mdl; sw_plc_mdrn/pingpong.mdl; sw_plc_mdrn/pingpong.mdl; sw_plc_mdrn/pingpong.mdl
sw_plc/banane.tga,sw_plc_mdrn/banane.tga,786476,8fcdece5417df48761bf1d4b67a2a2981fa94e727ef1d4221c8620f0088403e3,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/jez_banana01.mdl; sw_plc_mdrn/jez_banana02.mdl; sw_plc_mdrn/jez_banana03.mdl; sw_plc_mdrn/jez_banana05.mdl; sw_plc_mdrn/jez_banana05.mdl; sw_plc_mdrn/jez_banana05.mdl; sw_plc_mdrn/jez_banana05.mdl; sw_plc_mdrn/jez_banana05.mdl
sw_plc/bar_canb.tga,sw_plc_mdrn/bar_canb.tga,2092,a38ec7ac7e9fa05bb780ebf0660348d191efcac01e6a5902cfd13daa2635aa58,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl
sw_plc/bar_canbtm.tga,sw_plc_mdrn/bar_canbtm.tga,1068,241aaba28983d07911cbd42a6ab0656f12b9a8d27a22885fc964a8735a7dd36c,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl
sw_plc/bar_cantp.tga,sw_plc_mdrn/bar_cantp.tga,1068,19b69ee278a3d02fe9350755e295faf2aac5ae6466b1f1b8937dcace801e35e7,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl; sw_plc_mdrn/bar_clutter.mdl
sw_plc/barl01b.dds,sw_plc_mdrn/barl01b.dds,87428,1cf4b001e02f455dc330620acc194077a9b2b058c03b0ede65c66b404edee350,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/psi_barrel12.mdl; sw_plc_mdrn/psi_barrel12.mdl
sw_plc/barl02a.dds,sw_plc_mdrn/barl02a.dds,87428,755b654f21f7035d7df1eed246830a3f8166dcaebbee72945110ac10939a3692,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/psi_barrel10.mdl; sw_plc_mdrn/psi_barrel10.mdl; sw_plc_mdrn/psi_barrel10.mdl
sw_plc/baton.dds,sw_weapon/baton.dds,87428,3227ff1f2170f089b9968f3dc477deb6562a133e1a74478157fbae1b201d2cdb,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_weapon/wblcl_t_121.mdl; sw_weapon/wblcl_t_121.mdl
sw_plc/bazooka.dds,sw_item/bazooka.dds,732,38b96507b339e0f4c1e18094557dd0a6082b8e46f18799fb9c66a16cd3a58ae3,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_item/it_torch_020.mdl; sw_item/it_torch_020.mdl
sw_plc/bh_plc_dkft_ba.dds,sw_plc_mdrn/bh_plc_dkft_ba.dds,349572,b53821d5cff0f2fe0abe6e44a2498584625f2e72bafb59a709a97ceb1380066c,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/bhp_dkft1d.mdl; sw_plc_mdrn/bhp_dkft1f.mdl; sw_plc_mdrn/bhp_dkft1g.mdl; sw_plc_mdrn/bhp_dkft1h.mdl
sw_plc/bh_plc_dkft_bc.dds,sw_plc_mdrn/bh_plc_dkft_bc.dds,174796,b19127c13ee044681366d83157508d2b40f626f5775b36ff7b59ff3610973013,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/bhp_dkft2d.mdl; sw_plc_mdrn/bhp_dkft2e.mdl
sw_plc/bh_plc_dkft_p1.dds,sw_plc_mdrn/bh_plc_dkft_p1.dds,349572,2a64743b1672cfa86d11bc747d0f69fd73450f2f7a330b03d70c07f39d9db2ee,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/bhp_dkft2g.mdl; sw_plc_mdrn/bhp_dkft2h.mdl; sw_plc_mdrn/bhp_dkft2i.mdl; sw_plc_mdrn/bhp_dkft5b.mdl; sw_plc_mdrn/bhp_dkft5c.mdl; sw_plc_mdrn/bhp_dkft5g.mdl; sw_plc_mdrn/bhp_dkft5j.mdl; sw_plc_mdrn/bhp_dkft5l.mdl
sw_plc/bh_plc_dkft_p2.dds,sw_plc_mdrn/bh_plc_dkft_p2.dds,349572,4a2b2aeb876d5ba7b60d2c2ea5936914024b6e9c7b6f560fb2876b73d439dca8,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/bhp_dkft6a.mdl; sw_plc_mdrn/bhp_dkft6j.mdl; sw_plc_mdrn/bhp_dkft6l.mdl; sw_plc_mdrn/bhp_dkft7b.mdl; sw_plc_mdrn/bhp_dkft7d.mdl
sw_plc/bh_plc_dkft_s1.dds,sw_plc_mdrn/bh_plc_dkft_s1.dds,174796,bc6649b3d75856821da5c0a69e66a261674839ef1759645b5d4d10e1b2ecfc47,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/bhp_dkft3b.mdl; sw_plc_mdrn/bhp_dkft3c.mdl; sw_plc_mdrn/bhp_dkft3c.mdl; sw_plc_mdrn/bhp_dkft7g.mdl
sw_plc/biolabeqv1.dds,sw_plc_mdrn/biolabeqv1.dds,43724,3c223644040d0977de9f05c99ffd21e1b3c09bfa819b856297f228c5c44c79e7,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/p_computer03.mdl; sw_plc_mdrn/p_computer03.mdl
sw_plc/bldarm.dds,sw_plc_cep/bldarm.dds,5500,9fc5bdba6907a26f92faccdc5e3e59aa0c12035e98975ef318c1226bd8cc94e2,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_cep/zlc_j03.mdl; sw_plc_cep/zlc_j03.mdl
sw_plc/bldchest.dds,sw_plc_cep/bldchest.dds,43724,b95a2d1660876d6372575fc43b571049c8d127abea3475640d537201afae221a,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_cep/zlc_j03.mdl
sw_plc/blu_marb.dds,sw_plc_mdrn/blu_marb.dds,43724,0ebf7739c44ef052595924de44107cb2e3e5adbd8cbf94b6c3e02d4d7ef74332,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/mc_cntr.mdl
sw_plc/brass2.dds,sw_plc_mdrn/brass2.dds,10956,691dc8e64d62962fe356a9450a01f3ffe015d2cc465d7500d8162877642dc821,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/mc_cntr.mdl; sw_plc_mdrn/mc_cntr.mdl; sw_plc_mdrn/mc_cntr.mdl; sw_plc_mdrn/mc_cntr.mdl; sw_plc_mdrn/mc_cntr.mdl; sw_plc_mdrn/mc_cntr.mdl
sw_plc/bw_engine.tga,sw_cr_vehicle/bw_engine.tga,12306,068b722c562e0f26790775f1cf959865ebec066147b3f93ff320a1de56f90cf7,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_bwfightert.006.mtr
sw_plc/bw_panel_256.tga,sw_cr_vehicle/bw_panel_256.tga,196626,0bee42b0b82d76fbe60e1816048d4fb2bae90026e4bed1383a2d8fc610091d2e,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_cr_vehicle/c_bwfightert.001.mtr; sw_cr_vehicle/c_bwfightert.002.mtr; sw_cr_vehicle/c_bwfightert.003.mtr; sw_cr_vehicle/c_bwfightert.008.mtr
sw_plc/cabinet.dds,sw_plc_mdrn/cabinet.dds,43724,dc5de650147c46467378aa38634cc7b32aa3c311c88f1076652b7df7f69928f0,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/counter.mdl; sw_plc_mdrn/counter.mdl; sw_plc_mdrn/counter.mdl; sw_plc_mdrn/counter.mdl; sw_plc_mdrn/counterc.mdl; sw_plc_mdrn/counterc.mdl; sw_plc_mdrn/counterc.mdl; sw_plc_mdrn/counterc.mdl
sw_plc/cappipe.dds,sw_plc_mdrn/cappipe.dds,10956,e3e460e3e3b77db8c4a1ea2d79a93581944c57ef90eb10de8325cdabbe82ef49,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/p_misc2.mdl
sw_plc/captest.dds,sw_plc_mdrn/captest.dds,2764,c1b4f6230a382874b6e37fef60c3c7ed1441e2ce826366a615819bfdc66c2703,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/p_misc1.mdl
sw_plc/carg_box.dds,sw_plc_mdrn/carg_box.dds,2764,4905641b3aef935657841438ec61b49bde35cbabca51c1be88e7b8686fbbd0d9,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/ffcargoship.mdl; sw_plc_mdrn/ffcargoship.mdl; sw_plc_mdrn/ffcargoship.mdl; sw_plc_mdrn/ffcargoship.mdl; sw_plc_mdrn/ffcargoship.mdl; sw_plc_mdrn/ffcargoship.mdl; sw_plc_mdrn/ffcargoship.mdl; sw_plc_mdrn/ffcargoship.mdl
sw_plc/cclight.dds,sw_plc_mdrn/cclight.dds,2764,6e78c0fb99f3c16b2347f985e10c4855f82e0c00bc3c06273c8f7aca247df97f,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/hut1.mdl; sw_plc_mdrn/hut1.mdl; sw_plc_mdrn/hut1.mdl; sw_plc_mdrn/hut1.mdl; sw_plc_mdrn/hut4.mdl; sw_plc_mdrn/hut4.mdl
sw_plc/cclight.tga,sw_plc_mdrn/cclight.tga,812,18f6696acc48aa7b8ddca582f1d6c9db0bcb31e99390dca735ee93cb408015b9,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/hut1.mdl; sw_plc_mdrn/hut1.mdl; sw_plc_mdrn/hut1.mdl; sw_plc_mdrn/hut1.mdl; sw_plc_mdrn/hut4.mdl; sw_plc_mdrn/hut4.mdl
sw_plc/ceiling2_l3_2c.dds,sw_plc_mdrn/ceiling2_l3_2c.dds,43724,202f76c27bf171c8860030d953271ad2ae1a36b92487ebcb598959c7ec1b095a,All observed ASCII and binary corpus consumers resolve to one category; actual bitmap/material/texture declaration verified after decompilation,sw_plc_mdrn/shp_ceilg01.mdl
